step,price,fundamental,log_return,volume,strategy_entropy,n_families,wealth_gini,acf1,mean_fitness
0,100.0,100.0,0.0,0.0,5.298317366548021,200,0.0,0.0,50000.0
1,100.00050000125,100.00050000125,5.000000000012957e-06,0.0,5.298317366548021,200,1.492502238753358e-06,0.0,49999.925
2,99.99919719133763,99.99919719133763,-1.3028118848969516e-05,0.0,5.298317366548021,200,8.024794930601443e-06,0.0,49999.596747225616
3,99.99919638483208,99.99919638483208,-8.065120270843927e-09,0.0,5.298317366548021,200,9.514913778875521e-06,0.0,49999.521868201446
4,99.99819387763453,99.99819387763453,-1.0025202791183617e-05,0.0,5.298317366548021,200,1.6021878579939582e-05,0.0,49999.19489343751
5,99.9986922686634,99.9986922686634,4.983987885708342e-06,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
6,99.9986922686634,99.9986922686634,0.0,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
7,99.9986922686634,99.9986922686634,0.0,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
8,99.9986922686634,99.9986922686634,0.0,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
9,99.9986922686634,99.9986922686634,0.0,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
10,99.9986922686634,99.9986922686634,0.0,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
11,99.9986922686634,99.9986922686634,0.0,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
12,99.9986922686634,99.9986922686634,0.0,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
13,99.9986922686634,99.9986922686634,0.0,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
14,99.9986922686634,99.9986922686634,0.0,0.0,5.298317366548021,200,1.750962222950401e-05,0.0,49999.120134969475
15,99.9988579825752,99.9988579825752,1.657159416169614e-06,0.0,5.298317366548021,200,1.7501404115762904e-05,0.0,49999.120547925486
16,99.99903414724604,99.99903414724604,1.7616652751273376e-06,0.0,5.298317366548021,200,1.7492667726316643e-05,0.0,49999.120986924594
