step,family_id,n_agents,total_wealth,wealth_share,alpha,phase,peak_alpha,t_peak,t_half,birth_step
2000,94208,1,20000.0,0.0041025915089980425,-8.851455868739885e-05,extinct,0.002723310191432764,3,-1,0
2000,94209,1,20000.0,0.0041025915089980425,-8.851455868739885e-05,extinct,0.002723310191432764,3,-1,0
2000,94210,1,17491.512102649875,0.002579138363052545,0.00012996514393730753,extinct,0.002723310191432764,3,-1,0
2000,94211,1,15545.339122880345,0.001997819581458033,-0.0002404489958478996,extinct,0.002723310191432764,3,-1,0
2000,94212,1,16760.589377690787,0.0019304237897465124,0.0007259724799469665,extinct,0.002723310191432764,3,-1,0
2000,94213,1,15231.779967218441,0.001957522318325009,-0.0002404489958478996,extinct,0.002723310191432764,3,-1,0
2000,94214,1,15675.352836192771,0.0020145283801700103,-0.0002404489958478996,extinct,0.002723310191432764,3,-1,0
2000,94215,3,30158.03179274837,0.0038757794846113985,-0.0002404489958478996,extinct,0.002723310191432764,3,-1,0
2000,94216,8,160000.0,0.03282073207198434,-8.851455868739885e-05,extinct,0.002723310191432764,3,-1,0
2000,94217,1,14388.145985736077,0.002013624444741273,0.00045684908223676243,extinct,0.002723310191432764,3,-1,0
2000,94218,2,29198.52962302181,0.003752468426037591,-0.0002404489958478996,extinct,0.002723310191432764,3,-1,0
2000,94219,1,14447.342718795764,0.0020219090415792523,0.00045684908223676243,extinct,0.002723310191432764,3,-1,0
2000,94220,6,120000.0,0.024615549053988255,-8.851455868739885e-05,extinct,0.002723310191432764,3,-1,0
2000,94221,1,15588.088610294346,0.0020033135602241362,-0.0002404489958478996,extinct,0.002723310191432764,3,-1,0
2000,94222,1,17693.673119821196,0.0018548102630564786,-4.662995316225634e-05,extinct,0.002723310191432764,3,-1,0
2000,94223,1,17478.205657241066,0.002013076225572973,0.0007259724799469665,extinct,0.002723310191432764,3,-1,0
2000,94224,1,17528.557975356078,0.0018375014056775734,-4.662995316225634e-05,extinct,0.002723310191432764,3,-1,0
2000,94225,2,34298.33150704985,0.003950357209869406,0.0007259724799469665,extinct,0.002723310191432764,3,-1,0
2000,94226,1,16343.76545625376,0.0030022616360542574,0.0001851982408481718,extinct,0.002723310191432764,3,-1,0
2000,94227,1,15687.99234631682,0.0020161527552078435,-0.0002404489958478996,extinct,0.002723310191432764,3,-1,0
2000,94228,3,60000.0,0.012307774526994128,-8.851455868739885e-05,extinct,0.002723310191432764,3,-1,0
2000,94229,1,16961.391896652727,0.002500971686993165,0.00012996514393730753,extinct,0.002723310191432764,3,-1,0
2000,94230,1,17838.175394156635,0.0018699582936353935,-4.662995316225634e-05,extinct,0.002723310191432764,3,-1,0
