step,family_id,n_agents,total_wealth,wealth_share,alpha,phase,peak_alpha,t_peak,t_half,birth_step
2000,67584,1,18149.370834045327,0.0019117244336892842,-7.196593903562287e-05,extinct,0.0001185672523214186,78,-1,0
2000,67585,1,17215.298367258325,0.0020773128703583037,-4.7741062505342505e-05,extinct,0.0001185672523214186,78,-1,0
2000,67586,1,16741.500508311256,0.002020141256521459,-4.7741062505342505e-05,extinct,0.0001185672523214186,78,-1,0
2000,67587,1,18009.76405288263,0.0018970192575651181,-7.196593903562287e-05,extinct,0.0001185672523214186,78,-1,0
2000,67588,1,18021.805927777634,0.0018982876622208333,-7.196593903562287e-05,extinct,0.0001185672523214186,78,-1,0
2000,67589,1,18778.35932072393,0.003610226792617497,-5.443526773669052e-05,extinct,0.0001185672523214186,78,-1,0
2000,67590,10,200000.0,0.04596687998270165,-4.245848337713972e-05,extinct,0.00020480404053993583,1425,-1,0
2000,67591,1,16941.70252166009,0.0020442989684663266,-4.7741062505342505e-05,extinct,0.0001185672523214186,78,-1,0
2000,67592,2,17009.06496816761,0.002052427371130264,-4.7741062505342505e-05,extinct,0.0001185672523214186,78,-1,0
2000,67593,3,31154.254791106174,0.0041594607638968705,-3.939599545265437e-05,extinct,0.0001185672523214186,78,-1,0
2000,67594,1,18549.39589844458,0.0030721319247970346,-4.450413529010559e-05,extinct,0.0001185672523214186,78,-1,0
2000,67595,1,19076.623204911208,0.0028585880802658864,-3.498904408960786e-05,extinct,0.0001185672523214186,78,-1,0
2000,67596,1,18045.963303452085,0.0029887539347251556,-4.450413529010559e-05,extinct,0.0001185672523214186,78,-1,0
2000,67597,2,18822.60501048595,0.003618733231966562,-5.443526773669052e-05,extinct,0.0001185672523214186,78,-1,0
2000,67598,1,16302.403999703232,0.0021765633698713595,-3.939599545265437e-05,extinct,0.0001185672523214186,78,-1,0
2000,67599,4,80000.0,0.01838675199308066,-4.245848337713972e-05,extinct,0.00020480404053993583,1425,-1,0
2000,67600,1,16966.43498987092,0.002047283353252117,-4.7741062505342505e-05,extinct,0.0001185672523214186,78,-1,0
2000,67601,1,18111.32228415548,0.0019077166725852783,-7.196593903562287e-05,extinct,0.0001185672523214186,78,-1,0
2000,67602,1,16303.596557335752,0.002176722590392422,-3.939599545265437e-05,extinct,0.0001185672523214186,78,-1,0
2000,67603,2,34756.28899030878,0.0057563009371940106,-4.450413529010559e-05,extinct,0.0001185672523214186,78,-1,0
2000,67604,1,16241.73784220822,0.0021684637217337663,-3.939599545265437e-05,extinct,0.0001185672523214186,78,-1,0
2000,67605,10,200000.0,0.04596687998270165,-4.245848337713972e-05,extinct,0.00020480404053993583,1425,-1,0
2000,67606,1,18103.096262817086,0.0019068502025501209,-7.196593903562287e-05,extinct,0.0001185672523214186,78,-1,0
2000,67607,4,80000.0,0.01838675199308066,-4.245848337713972e-05,extinct,0.00020480404053993583,1425,-1,0
2000,67608,1,17416.389028043974,0.0021015778124375746,-4.7741062505342505e-05,extinct,0.0001185672523214186,78,-1,0
